checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,class
no checking,24,critical/other existing credit,business,4526,<100,1<=X<4,3,male single,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_1,group_x,A12,1.0,route_f,type_4,0.0,good
0<=X<200,36,existing paid,radio/tv,2671,100<=X<500,1<=X<4,4,female div/dep/mar,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
no checking,18,existing paid,radio/tv,2051,<100,<1,4,male single,none,1,real estate,33,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.0,route_f,type_4,0.7339302482019239,good
no checking,15,existing paid,used car,1300,no known savings,>=7,4,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.14294562613944217,route_f,type_4,0.21925602962110705,good
<0,12,existing paid,domestic appliance,741,100<=X<500,unemployed,4,female div/dep/mar,none,3,life insurance,22,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,B07,0.014758520626368059,route_c,type_1,0.9270645899486878,bad
>=200,10,existing paid,new car,1240,100<=X<500,>=7,1,female div/dep/mar,none,4,no known property,48,none,for free,1,unskilled resident,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.0,bad
<0,21,existing paid,radio/tv,3357,>=1000,<1,4,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.8737856364620762,good
<0,24,all paid,used car,3632,<100,1<=X<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,1,closed,route_f,type_4,group_x,B07,0.0,route_c,type_4,1.0,good
no checking,18,delayed previously,furniture/equipment,1808,<100,4<=X<7,4,female div/dep/mar,none,1,real estate,22,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.8458248767653813,bad
0<=X<200,48,no credits/all paid,business,12204,no known savings,1<=X<4,2,male single,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.06954797327200173,route_c,type_4,1.0,good
0<=X<200,60,delayed previously,radio/tv,9157,no known savings,1<=X<4,2,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,yes,1,pending,route_f,type_4,group_n,B07,0.8524476248110288,route_f,type_4,0.8265259338702782,good
<0,6,critical/other existing credit,new car,3676,<100,1<=X<4,1,male single,none,3,real estate,37,none,rent,3,skilled,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.9854937794770636,route_f,type_4,1.0,good
0<=X<200,30,existing paid,furniture/equipment,3441,100<=X<500,1<=X<4,2,female div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.1443106768685204,route_f,type_4,1.0,bad
no checking,12,existing paid,new car,640,<100,1<=X<4,4,male div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_4,1.0,good
0<=X<200,21,critical/other existing credit,business,3652,<100,4<=X<7,2,male single,none,3,life insurance,27,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.7216649701351914,good
no checking,18,critical/other existing credit,new car,1530,<100,1<=X<4,3,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.15020231243579474,route_f,type_1,0.0,bad
no checking,48,existing paid,business,3914,no known savings,1<=X<4,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_4,0.23693937555328276,bad
<0,12,existing paid,furniture/equipment,1858,<100,<1,4,female div/dep/mar,none,1,car,22,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.690381767632646,route_c,type_4,0.8370661800927746,good
<0,18,existing paid,radio/tv,2600,<100,1<=X<4,4,male single,none,4,no known property,65,none,for free,2,skilled,1,none,yes,0,pending,route_c,type_1,group_x,B07,0.8534851708839719,route_c,type_1,1.0,bad
no checking,15,existing paid,radio/tv,1979,no known savings,>=7,4,male single,none,2,car,35,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.9128673438324739,good
>=200,6,existing paid,furniture/equipment,2116,<100,1<=X<4,2,male single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.7945916868121995,route_c,type_4,1.0,good
0<=X<200,9,all paid,new car,1437,100<=X<500,4<=X<7,2,male single,none,3,no known property,29,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.7193132764032573,bad
no checking,42,critical/other existing credit,furniture/equipment,4042,500<=X<1000,1<=X<4,4,male single,none,4,real estate,36,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,0.0,good
no checking,9,existing paid,education,3832,no known savings,>=7,1,male single,none,4,real estate,64,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.8227504579609564,good
<0,24,existing paid,radio/tv,3660,<100,1<=X<4,2,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.9238098902197901,route_f,type_4,1.0,good
<0,18,all paid,furniture/equipment,1553,<100,1<=X<4,4,male single,none,3,car,44,bank,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.9147378785464854,route_c,type_4,0.018872509892466208,bad
0<=X<200,15,existing paid,radio/tv,1444,no known savings,<1,4,male single,none,1,life insurance,23,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9930509359393462,route_c,type_4,0.09368660398974094,good
no checking,9,existing paid,furniture/equipment,1980,<100,<1,2,female div/dep/mar,co applicant,2,car,19,none,rent,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,B07,0.04649596849983857,route_f,type_1,0.9006691931237337,bad
0<=X<200,24,existing paid,new car,1355,<100,<1,3,female div/dep/mar,none,4,car,25,none,own,1,unskilled resident,1,yes,yes,0,pending,route_c,type_1,group_n,B07,0.0,route_f,type_1,0.811628410562848,bad
no checking,12,existing paid,education,1393,<100,>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,1,closed,route_f,type_1,group_n,B07,1.0,route_c,type_4,1.0,good
no checking,24,existing paid,radio/tv,1376,500<=X<1000,4<=X<7,4,female div/dep/mar,none,1,car,28,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,0.7915082471410755,good
no checking,60,delayed previously,radio/tv,15653,<100,4<=X<7,2,male single,none,4,car,21,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,good
no checking,12,existing paid,radio/tv,1493,<100,<1,4,female div/dep/mar,none,3,car,34,none,own,1,skilled,2,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,0.9768092167157048,good
<0,42,delayed previously,radio/tv,4370,<100,4<=X<7,3,male single,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.9339576402847464,bad
<0,18,existing paid,education,750,<100,unemployed,4,female div/dep/mar,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,none,yes,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.09359056360691775,bad
0<=X<200,15,existing paid,repairs,1308,<100,>=7,4,male single,none,4,car,38,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_1,group_n,B07,1.0,route_f,type_1,0.9845361888650774,good
no checking,15,existing paid,education,4623,100<=X<500,1<=X<4,3,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.1045220569926763,route_c,type_1,0.0,bad
no checking,24,critical/other existing credit,radio/tv,1851,<100,4<=X<7,4,male mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_c,type_1,0.0,good
<0,18,critical/other existing credit,radio/tv,1880,<100,4<=X<7,4,male mar/wid,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,1.0,good
no checking,36,delayed previously,business,7980,no known savings,<1,4,male single,none,4,car,27,none,rent,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.9162080922174605,route_c,type_1,1.0,bad
<0,30,no credits/all paid,furniture/equipment,4583,<100,1<=X<4,2,male div/sep,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,0,closed,route_f,type_4,group_x,B07,0.0,route_f,type_4,0.0,good
no checking,12,existing paid,new car,1386,500<=X<1000,1<=X<4,2,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,B07,1.0,route_c,type_1,1.0,bad
>=200,24,existing paid,new car,947,<100,4<=X<7,4,male single,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.08420513389894405,route_c,type_1,0.8867500889763759,bad
<0,12,existing paid,education,684,<100,1<=X<4,4,male single,none,4,car,40,none,rent,1,unskilled resident,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.8229137596169717,bad
<0,48,existing paid,education,7476,<100,4<=X<7,4,male single,none,1,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.7681632730591462,good
0<=X<200,12,existing paid,furniture/equipment,1922,<100,1<=X<4,4,male single,none,2,life insurance,37,none,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,bad
<0,24,existing paid,new car,2303,<100,>=7,4,male single,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.0,bad
0<=X<200,36,delayed previously,new car,8086,100<=X<500,>=7,2,male single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_x,A12,0.12733616715213752,route_f,type_1,0.0,bad
no checking,24,critical/other existing credit,used car,2346,<100,4<=X<7,4,male single,none,3,car,35,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9834182094957714,route_f,type_1,1.0,good
<0,14,existing paid,new car,3973,<100,unemployed,1,male single,none,4,no known property,22,none,for free,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,1.0,good
0<=X<200,12,existing paid,new car,888,<100,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.11215628476093958,bad
no checking,48,existing paid,radio/tv,10222,no known savings,4<=X<7,4,male single,none,3,car,37,stores,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.9480263955969599,route_f,type_4,0.0,good
0<=X<200,30,no credits/all paid,business,4221,<100,1<=X<4,2,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,1.0,good
0<=X<200,18,critical/other existing credit,furniture/equipment,6361,<100,>=7,2,male single,none,1,no known property,41,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_c,type_4,0.7255875115597431,good
>=200,12,existing paid,radio/tv,1297,<100,1<=X<4,3,male mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
<0,12,existing paid,new car,900,no known savings,1<=X<4,4,male mar/wid,none,2,car,23,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.0987763907648235,bad
no checking,21,existing paid,furniture/equipment,2241,<100,>=7,4,male single,none,2,real estate,50,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,0.8215740944019108,good
0<=X<200,6,delayed previously,furniture/equipment,1050,<100,unemployed,4,male single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_n,A12,0.8234944406031932,route_c,type_1,1.0,good
>=200,6,critical/other existing credit,education,1047,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9729008960595512,route_c,type_1,0.8959372488894557,good
no checking,24,critical/other existing credit,other,6314,<100,unemployed,4,male single,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8328413042322917,route_f,type_4,1.0,good
0<=X<200,30,all paid,furniture/equipment,3496,>=1000,1<=X<4,4,male single,none,2,car,34,stores,own,1,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.7551572091257823,route_c,type_4,0.6274819127512927,good
no checking,48,all paid,business,3609,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.8562137334603483,route_c,type_1,1.0,good
<0,12,critical/other existing credit,new car,4843,<100,>=7,3,male single,co applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.19990075028402624,route_c,type_4,0.0,bad
>=200,30,critical/other existing credit,radio/tv,3017,<100,>=7,4,male single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9641506407994909,route_f,type_4,1.0,good
no checking,24,critical/other existing credit,business,4139,100<=X<500,1<=X<4,3,male single,none,3,life insurance,27,none,own,2,unskilled resident,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.9910939022213825,good
no checking,36,existing paid,business,5742,100<=X<500,4<=X<7,2,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9319617467162575,route_c,type_4,0.2529689805783241,good
no checking,60,existing paid,new car,10366,<100,>=7,2,male single,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.7627519899226236,route_c,type_1,0.10279158491919303,good
no checking,6,critical/other existing credit,new car,2080,500<=X<1000,1<=X<4,1,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.9741795370427482,good
no checking,21,delayed previously,business,2580,500<=X<1000,<1,4,male single,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,bad
no checking,30,critical/other existing credit,radio/tv,4530,<100,4<=X<7,4,female div/dep/mar,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.0,route_c,type_4,1.0,good
no checking,24,critical/other existing credit,furniture/equipment,5150,<100,>=7,4,male single,none,4,car,33,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.9927635282873669,route_f,type_4,1.0,good
0<=X<200,72,existing paid,radio/tv,5595,100<=X<500,1<=X<4,2,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_x,A12,0.03053987775445581,route_f,type_4,0.0,bad
<0,24,existing paid,radio/tv,2384,<100,>=7,4,male single,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.0,route_c,type_1,0.8010315006202094,good
no checking,18,existing paid,radio/tv,1453,<100,<1,3,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.7564701034952159,route_c,type_1,1.0,good
no checking,6,existing paid,education,1538,<100,<1,1,female div/dep/mar,none,2,no known property,56,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8938551387655544,route_f,type_1,0.7456709642743586,good
no checking,12,existing paid,radio/tv,2279,no known savings,1<=X<4,4,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.9007895666403947,route_c,type_4,0.17869838288832587,good
no checking,15,delayed previously,radio/tv,1478,<100,1<=X<4,4,male mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,yes,0,closed,route_f,type_4,group_x,B07,0.8975651118919519,route_c,type_1,1.0,good
no checking,24,critical/other existing credit,radio/tv,5103,<100,<1,3,male mar/wid,none,3,no known property,47,none,for free,3,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.0,good
0<=X<200,36,delayed previously,business,9857,100<=X<500,4<=X<7,1,male single,none,3,life insurance,31,none,own,2,unskilled resident,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8391976318965636,route_f,type_1,0.5959655955088633,good
no checking,60,existing paid,new car,6527,no known savings,1<=X<4,4,male single,none,4,no known property,34,none,for free,1,skilled,2,yes,yes,1,closed,route_f,type_1,group_x,A12,1.0,route_c,type_4,0.8847951989155449,good
>=200,10,critical/other existing credit,radio/tv,1347,no known savings,4<=X<7,4,male single,none,2,life insurance,27,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_4,1.0,good
0<=X<200,36,delayed previously,new car,2862,100<=X<500,>=7,4,male single,none,3,no known property,30,none,for free,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.8251863483276057,good
no checking,9,existing paid,radio/tv,2753,100<=X<500,>=7,3,male single,co applicant,4,car,35,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9823600269948566,route_f,type_4,0.8391628877186478,good
<0,12,existing paid,new car,3651,>=1000,1<=X<4,1,male single,none,3,life insurance,31,none,own,1,skilled,2,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.7979895619122601,good
<0,15,critical/other existing credit,furniture/equipment,975,<100,1<=X<4,2,male div/sep,none,3,life insurance,25,none,own,2,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.977180831702532,route_c,type_4,1.0,good
0<=X<200,15,existing paid,repairs,2631,100<=X<500,1<=X<4,3,female div/dep/mar,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.05755700977248605,route_f,type_4,0.950809568395916,good
0<=X<200,24,existing paid,radio/tv,2896,100<=X<500,<1,2,male single,none,1,car,29,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.8008603059397406,route_f,type_4,0.0,good
<0,6,critical/other existing credit,new car,4716,no known savings,<1,1,male single,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.6504281548914281,route_c,type_1,1.0,good
